%time,field.header.seq,field.header.stamp,field.header.frame_id,field.position.lon,field.position.lat,field.position.height,field.pitch,field.roll,field.heading,field.linear_velocity.x,field.linear_velocity.y,field.linear_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.rtk_flag,field.odom_type,field.auxiliary_type,field.location_valid_flag,field.origin_lat,field.origin_lon,field.utm_position.x,field.utm_position.y,field.utm_position.z,field.change_origin_flag,field.utm_position_next.x,field.utm_position_next.y,field.utm_position_next.z,field.position_std_dev.x,field.position_std_dev.y,field.position_std_dev.z,field.orientation_std_dev.x,field.orientation_std_dev.y,field.orientation_std_dev.z,field.linear_velocity_std_dev.x,field.linear_velocity_std_dev.y,field.linear_velocity_std_dev.z,field.linear_acceleration_std_dev.x,field.linear_acceleration_std_dev.y,field.linear_acceleration_std_dev.z,field.angular_velocity_std_dev.x,field.angular_velocity_std_dev.y,field.angular_velocity_std_dev.z
1665537727979678600,385149,1665484660226045912,location,114.33335579999999,30.48874549999999,32.87000000000021,-0.01936184496358457,0.03355891160466621,-1.9540414137211726,-4.350566899999998,9.739132000000003,0.20867290000000238,-0.910285093356797,-0.07936388864319682,9.714923387007998,-0.0039155957455942626,0.006736907626405737,0.0016769685247057372,3,1,0,1,30.425457029885372,114.09623523096009,-1580.1349054859547,-16788.80267670473,32.87000000000021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665537727992764233,385150,1665484660236024376,location,114.33335679999999,30.488745099999992,32.86800000000021,-0.01936184496358457,0.03355891160466621,-1.9540414137211726,-4.3475151999999975,9.733028600000003,0.20867290000000238,-0.6661794427679969,-0.29220477610239687,9.8363749668576,-0.002184563947644263,0.010332127514455737,0.0031416877383557374,3,1,0,1,30.425457029885372,114.09623523096009,-1580.1744934425572,-16788.90086589511,32.86800000000021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665537728001941314,385151,1665484660246019320,location,114.33335789999998,30.48874469999999,32.866000000000206,-0.01917010309196047,0.03355891160466621,-1.9540414137211726,-4.3475151999999975,9.723873500000003,0.20867290000000238,-0.7479488232607969,-0.07455392508479683,9.522524844671999,-0.001785095071194263,0.007136376502855737,0.0015438122325557373,3,1,0,1,30.425457029885372,114.09623523096009,-1580.2140045797732,-16788.998864551955,32.866000000000206,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665537728010037191,385152,1665484660256077272,location,114.3333589,30.48874429999999,32.86400000000021,-0.01917010309196047,0.033367169733042115,-1.9540414137211726,-4.338360099999997,9.711666700000002,0.20562120000000236,-0.6998491876767969,-0.054111579961596816,9.842387421305597,-0.003116657992694263,0.0055385009970557375,0.003274844030505737,3,1,0,1,30.425457029885372,114.09623523096009,-1580.2534879042382,-16789.09679422541,32.86400000000021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665537728020350565,385153,1665484660266043544,location,114.33335989999999,30.488743899999992,32.86200000000021,-0.01917010309196047,0.033367169733042115,-1.9540414137211726,-4.335308399999998,9.702511600000003,0.20562120000000236,-0.728708969027197,-0.2934072669919969,9.802705221948798,0.0016769685247057372,0.0078021579636057365,0.002076437401155737,3,1,0,1,30.425457029885372,114.09623523096009,-1580.292882765879,-16789.19450448635,32.86200000000021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665537728030645779,385154,1665484660276021432,location,114.33336089999999,30.48874349999999,32.86100000000021,-0.018978361220336373,0.033367169733042115,-1.9540414137211726,-4.329204999999997,9.696408200000002,0.20562120000000236,-0.8176932948575969,0.014430400745603193,9.556194589580798,0.002076437401155737,0.008601095716505736,0.0015438122325557373,3,1,0,1,30.425457029885372,114.09623523096009,-1580.332391262653,-16789.29249659416,32.86100000000021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665537728040434245,385155,1665484660286015960,location,114.33336189999999,30.48874319999999,32.85800000000021,-0.018978361220336373,0.033367169733042115,-1.9540414137211726,-4.326153299999998,9.690304800000003,0.20562120000000236,-0.6938367332287969,-0.18398059603839684,9.885677093331198,0.002475906277605737,0.006337438749955737,0.003807469199105737,3,1,0,1,30.425457029885372,114.09623523096009,-1580.3718854943522,-16789.3904533206,32.85800000000021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665537728050568990,385156,1665484660296061688,location,114.33336289999998,30.48874279999999,32.85600000000021,-0.018978361220336373,0.033367169733042115,-1.9542331555927968,-4.3231015999999975,9.681149700000002,0.20256950000000237,-0.8633879486623969,-0.12866601511679684,9.585054370931198,7.909301890573712e-05,0.005937969873505738,0.004206938075555737,3,1,0,1,30.425457029885372,114.09623523096009,-1580.411259375057,-16789.48805757535,32.85600000000021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665537728060699437,385157,1665484660306069464,location,114.33336389999998,30.48874239999999,32.85400000000021,-0.01878661934871228,0.033367169733042115,-1.9542331555927968,-4.316998199999998,9.668942900000003,0.19951780000000238,-0.7623787139359969,0.032467764089603196,9.9397891833632,-0.004048752037744263,0.009133720885105737,0.003674312906955737,3,1,0,1,30.425457029885372,114.09623523096009,-1580.4504351960124,-16789.585170858063,32.85400000000021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665537728074752069,385158,1665484660316033944,location,114.33336489999999,30.48874199999999,32.85200000000021,-0.01878661934871228,0.033367169733042115,-1.9542331555927968,-4.316998199999998,9.662839500000002,0.19951780000000238,-0.757568750377597,-0.049301616403196816,9.652393860748798,0.002742218861905737,0.010465283806605738,0.003674312906955737,3,1,0,1,30.425457029885372,114.09623523096009,-1580.4899555613395,-16789.683138234814,32.85200000000021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665537728082898545,385159,1665484660326048120,location,114.33336589999999,30.48874159999999,32.85000000000021,-0.01878661934871228,0.033367169733042115,-1.9542331555927968,-4.3139464999999975,9.656736100000003,0.19951780000000238,-0.655357024761597,-0.09980623376639683,9.890487056889599,-0.001518782486894263,0.011663690435955738,0.003674312906955737,3,1,0,1,30.425457029885372,114.09623523096009,-1580.5292100597374,-16789.780446551726,32.85000000000021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665537728092248258,385160,1665484660336044216,location,114.33336689999999,30.48874119999999,32.84800000000021,-0.01859487747708818,0.033367169733042115,-1.9542331555927968,-4.310894799999998,9.653684400000003,0.19951780000000238,-0.655357024761597,-0.09980623376639683,9.890487056889599,-0.001518782486894263,0.011663690435955738,0.003674312906955737,3,1,0,1,30.425457029885372,114.09623523096009,-1580.5682696118404,-16789.877271614572,32.84800000000021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
